id,zone,in_type,in_number,in_channel,modifier,grid_mode,action,target,slot,transport,control_path,value_type,value,led_state_source,led_palette,notes
PLAY,GLOBAL,cc,85,1,,ANY,tempo_pause_toggle,COMPOSITION,,osc,/composition/tempocontroller/pause,int,0|1,comp.paused,OK|OFF,RGB. Green while the BPM clock runs.
RECORD,GLOBAL,cc,86,1,,ANY,recorder_toggle,COMPOSITION,,osc,/composition/recorder/record,int,0|1,comp.recording,OFF|WARN,RGB. Red while recording.
STOP,GLOBAL,cc,29,1,,ANY,surface_panic,SURFACE,,internal,surface.panic,,,,WARN,"RGB. Panic: re-send User Mode SysEx + palette, full LED redraw, re-adopt Resolume state."
STOP_RESCAN,GLOBAL,cc,29,1,SHIFT,ANY,fx_registry_rescan,SURFACE,,internal,fxregistry.rescan,,,,WARN,Shift+Stop: force a REST re-read and full FX registry rebuild. Use after an edit Resolume did not announce.
SHIFT,GLOBAL,cc,49,1,,ANY,modifier_shift,SURFACE,,internal,surface.shift,,,shift.held,OFF|WHITE_FULL,White-only. Momentary.
SELECT,GLOBAL,cc,48,1,,ANY,modifier_select,SURFACE,,internal,surface.select,,,select.held,OFF|WHITE_FULL,White-only. Momentary.
SESSION,GLOBAL,cc,51,1,,ANY,grid_mode_toggle,SURFACE,,internal,surface.grid_mode,,,surface.grid_mode==FX,WHITE_DIM|WHITE_FULL,"White-only. Toggles grid Session<->FX. Remapped 2026-08-16 -- Device no longer sets FX mode."
DEVICE,GLOBAL,cc,110,1,,ANY,reserved,,,,,,,,OFF,"White-only. RESERVED. Remapped 2026-08-16 (was grid_mode_fx) -- Session now toggles both modes."
DEVICE_PARAMBANK,GLOBAL,cc,110,1,SHIFT,ANY,fx_param_bank_toggle,SURFACE,,internal,surface.fx_param_bank,,,surface.fx_param_bank,WHITE_DIM|WHITE_FULL,"Shift+Device: encoders 5-8 drive the last-touched effect deep parameters instead of its opacity. Phase 4b, optional."
PAGE_LEFT,GLOBAL,cc,62,1,,ANY,clip_scroll_prev,APPLICATION,,osc,/application/ui/clipsscrollhorizontal,float,-0.1 step,,WHITE_DIM,"White-only. Remapped 2026-08-14: was column_prev (a brief intermediate remap), now scrolls the clip grid UI left in 0.1 steps, clamped 0-1, state tracked in Surface.ClipScrollX."
PAGE_RIGHT,GLOBAL,cc,63,1,,ANY,clip_scroll_next,APPLICATION,,osc,/application/ui/clipsscrollhorizontal,float,+0.1 step,,WHITE_DIM,"White-only. Remapped 2026-08-14: was column_next (a brief intermediate remap), now scrolls the clip grid UI right in 0.1 steps, clamped 0-1, state tracked in Surface.ClipScrollX."
UP,GLOBAL,cc,46,1,,ANY,deck_prev,COMPOSITION,,osc,/composition/selectprevdeck,int,1,,WHITE_DIM,White-only. Forces a full FX registry rebuild.
DOWN,GLOBAL,cc,47,1,,ANY,deck_next,COMPOSITION,,osc,/composition/selectnextdeck,int,1,,WHITE_DIM,White-only. Forces a full FX registry rebuild.
LEFT,GLOBAL,cc,44,1,,ANY,clip_bank_prev,SURFACE,,internal,surface.bank,,,surface.bank>1,WHITE_DIM|WHITE_FULL,"White-only. Remapped 2026-08-14: was PAGE_LEFT (62), swapped after CC62 stopped responding on hardware."
RIGHT,GLOBAL,cc,45,1,,ANY,clip_bank_next,SURFACE,,internal,surface.bank,,,surface.bank<8,WHITE_DIM|WHITE_FULL,"White-only. Remapped 2026-08-14: was PAGE_RIGHT (63), swapped after CC63 stopped responding on hardware."
TAP_TEMPO,GLOBAL,cc,3,1,,ANY,tempo_tap,COMPOSITION,,osc,/composition/tempocontroller/tempotap,int,1,,WHITE_DIM,White-only.
METRONOME,GLOBAL,cc,9,1,,ANY,metronome_toggle,COMPOSITION,,osc,/composition/tempocontroller/metronome,int,0|1,comp.metronome,WHITE_DIM|WHITE_FULL,White-only.
OCTAVE_UP,GLOBAL,cc,55,1,,ANY,tempo_x2,COMPOSITION,,osc,/composition/tempocontroller/tempomultiplytwo,float,1.0,,WHITE_DIM,White-only. MUST be float: Resolume types this param float where int is expected.
OCTAVE_DOWN,GLOBAL,cc,54,1,,ANY,tempo_div2,COMPOSITION,,osc,/composition/tempocontroller/tempodividetwo,float,1.0,,WHITE_DIM,White-only. MUST be float.
USER,GLOBAL,cc,59,1,,ANY,push_mode_toggle,SURFACE,,internal,push.mode,,,push.mode==USER,WHITE_DIM|WHITE_FULL,White-only. Hand Push back to Live mode / take it again. Always transmits on both ports.
SETUP,GLOBAL,cc,30,1,,ANY,ui_toggle,SURFACE,,internal,ui.visible,,,ui.visible,WHITE_DIM|WHITE_FULL,White-only. Show/hide the TD mirror UI.
MASTER,GLOBAL,cc,28,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
MUTE,GLOBAL,cc,60,1,,ANY,comp_bypass_toggle,COMPOSITION,,osc,/composition/bypassed,int,0|1,comp.bypassed,OFF|WARN,Blackout (comp bypass) (RGB). Moved here from LOWER_8 (hw CC28).
SOLO,GLOBAL,cc,61,1,,ANY,reserved,,,,,,,,OFF,RGB. RESERVED.
AUTOMATE,GLOBAL,cc,89,1,,ANY,reserved,,,,,,,,OFF,RGB. RESERVED.
UNDO,GLOBAL,cc,119,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED - no OSC undo in Resolume.
DELETE,GLOBAL,cc,118,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
DUPLICATE,GLOBAL,cc,88,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
NEW,GLOBAL,cc,87,1,,ANY,reserved,,,,,,,,OFF,"White-only. RESERVED. Briefly used as a Preview modifier (2026-08-16), reverted -- Select already does this via the existing clip_select rows (/select)."
FIXED_LENGTH,GLOBAL,cc,90,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
QUANTIZE,GLOBAL,cc,116,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
DOUBLE_LOOP,GLOBAL,cc,117,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
CONVERT,GLOBAL,cc,35,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
NOTE,GLOBAL,cc,50,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
LAYOUT,GLOBAL,cc,31,1,,ANY,display_toggle,SURFACE,,internal,display.mode,,,display.mode,WHITE_DIM|WHITE_FULL,"White-only. Phase 6d: toggles the Push 2 screen between the live visual preview and the text/UI (encoder labels + status strip)."
LAYOUT_SELECT,GLOBAL,cc,31,1,SELECT,ANY,display_source_toggle,SURFACE,,internal,display.source,,,display.source,WHITE_DIM|WHITE_FULL,"White-only. Select+Layout: toggles switch1 between Arena:Composition (syphonspoutin2) and Arena:Preview (syphonspoutin1)."
ADD_DEVICE,GLOBAL,cc,52,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
ADD_TRACK,GLOBAL,cc,53,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
BROWSE,GLOBAL,cc,111,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
MIX,GLOBAL,cc,112,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
CLIP,GLOBAL,cc,113,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
REPEAT,GLOBAL,cc,56,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
ACCENT,GLOBAL,cc,57,1,,ANY,reserved,,,,,,,,OFF,White-only. RESERVED.
SCALE,GLOBAL,cc,58,1,,ANY,display_fit_toggle,SURFACE,,internal,display.fit,,,display.fit,WHITE_DIM|WHITE_FULL,"White-only. Toggles fit_display's Fit param between Fit Horizontal and Fit Vertical."
